candidate,city,date,event,lat,lng,state
Marco Rubio,Des Moines,2015-10-31T00:00:00.000Z,"Republican Party of Iowa's ""Growth and Opportunity Party"" forum; town hall ",41.5910641,-93.6037149,IA
Bernie Sanders,Manchester,2015-10-31T00:00:00.000Z,Meet-and-greet; town halls,42.9956397,-71.4547891,NH
Bernie Sanders,Derry,2015-10-31T00:00:00.000Z,Meet-and-greet; town halls,42.8808677,-71.3264492,NH
Bernie Sanders,Concord,2015-10-31T00:00:00.000Z,Meet-and-greet; town halls,43.207106,-71.5370216,NH
Bernie Sanders,Warner,2015-10-31T00:00:00.000Z,Meet-and-greet; town halls,43.2806329,-71.8167461,NH
Bernie Sanders,Lebanon,2015-10-31T00:00:00.000Z,Meet-and-greet; town halls,43.6425381,-72.251383,NH
Bobby Jindal,Des Moines,2015-10-31T00:00:00.000Z,"Republican Party of Iowa's ""Growth and Opportunity Party"" forum; ""Caffeinated Thoughts Briefing""; candidate forum",41.5910641,-93.6037149,IA
Bobby Jindal,Bloomfield,2015-10-31T00:00:00.000Z,"Republican Party of Iowa's ""Growth and Opportunity Party"" forum; ""Caffeinated Thoughts Briefing""; candidate forum",40.7516884,-92.4149074,IA
Bobby Jindal,Akron,2015-10-31T00:00:00.000Z,"Republican Party of Iowa's ""Growth and Opportunity Party"" forum; ""Caffeinated Thoughts Briefing""; candidate forum",42.8288818,-96.5594773,IA
Martin O'Malley,Des Moines,2015-10-31T00:00:00.000Z,Iowa Spirit Awards address; reception; meet-and-greets,41.5910641,-93.6037149,IA
Martin O'Malley,Omaha,2015-10-31T00:00:00.000Z,Iowa Spirit Awards address; reception; meet-and-greets,42.5053937,-96.4154981,IA
Martin O'Malley,Sioux City,2015-10-31T00:00:00.000Z,Iowa Spirit Awards address; reception; meet-and-greets,42.4966815,-96.4058782,IA
Martin O'Malley,Denison,2015-10-31T00:00:00.000Z,Iowa Spirit Awards address; reception; meet-and-greets,42.0177658,-95.3552757,IA
Martin O'Malley,West Des Moines,2015-10-31T00:00:00.000Z,Iowa Spirit Awards address; reception; meet-and-greets,41.5645337,-93.7595281,IA
Lawrence Lessig,Berlin,2015-11-01T00:00:00.000Z,Coos County Democratic Committee's 2015 Truman Dinner,44.4686696,-71.1850768,NH
Hillary Clinton,Chicago,2015-11-02T00:00:00.000Z,Fundraisers,41.8755546,-87.6244212,IL
Rand Paul,Durham,2015-11-02T00:00:00.000Z,Rally,43.1340949,-70.9265127,NH
Mike Huckabee,Missouri Valley,2015-11-02T00:00:00.000Z,"Republican Party of Iowa's ""Growth and Opportunity Party"" forum;  pheasant hunt ",41.556381,-95.8877881,IA
Mike Huckabee,Harlan,2015-11-02T00:00:00.000Z,"Republican Party of Iowa's ""Growth and Opportunity Party"" forum;  pheasant hunt ",41.6532994,-95.3250603,IA
Mike Huckabee,Audubon,2015-11-02T00:00:00.000Z,"Republican Party of Iowa's ""Growth and Opportunity Party"" forum;  pheasant hunt ",41.670205,-94.9106526,IA
Mike Huckabee,Carroll,2015-11-02T00:00:00.000Z,"Republican Party of Iowa's ""Growth and Opportunity Party"" forum;  pheasant hunt ",42.0193628,-94.860335,IA
Mike Huckabee,Des Moines,2015-11-02T00:00:00.000Z,"Republican Party of Iowa's ""Growth and Opportunity Party"" forum;  pheasant hunt ",41.5910641,-93.6037149,IA
Carly Fiorina,Orange City,2015-11-02T00:00:00.000Z,"Rally; town halls; Republican Party of Iowa's ""Growth and Opportunity Party"" forum",43.0072424,-96.0583138,IA
Carly Fiorina,Sioux City,2015-11-02T00:00:00.000Z,"Rally; town halls; Republican Party of Iowa's ""Growth and Opportunity Party"" forum",42.4966815,-96.4058782,IA
Carly Fiorina,Des Moines,2015-11-02T00:00:00.000Z,"Rally; town halls; Republican Party of Iowa's ""Growth and Opportunity Party"" forum",41.5910641,-93.6037149,IA
Carly Fiorina,Indianola,2015-11-02T00:00:00.000Z,"Rally; town halls; Republican Party of Iowa's ""Growth and Opportunity Party"" forum",41.3580484,-93.5574376,IA
Carly Fiorina,Oskaloosa,2015-11-02T00:00:00.000Z,"Rally; town halls; Republican Party of Iowa's ""Growth and Opportunity Party"" forum",41.296395,-92.6443593,IA
Carly Fiorina,Pella,2015-11-02T00:00:00.000Z,"Rally; town halls; Republican Party of Iowa's ""Growth and Opportunity Party"" forum",41.4080534,-92.9163091,IA
Rick Santorum,Council Bluffs,2015-11-02T00:00:00.000Z,"Republican Party of Iowa's ""Growth and Opportunity Party"" forum;  pheasant hunt; Scott County GOP breakfast; town hall; Dordt College Iowa Conference on Presidential Politics; Iowa Gun Show",41.2621283,-95.8613912,IA
Rick Santorum,Harlan,2015-11-02T00:00:00.000Z,"Republican Party of Iowa's ""Growth and Opportunity Party"" forum;  pheasant hunt; Scott County GOP breakfast; town hall; Dordt College Iowa Conference on Presidential Politics; Iowa Gun Show",41.6532994,-95.3250603,IA
Rick Santorum,Carroll,2015-11-02T00:00:00.000Z,"Republican Party of Iowa's ""Growth and Opportunity Party"" forum;  pheasant hunt; Scott County GOP breakfast; town hall; Dordt College Iowa Conference on Presidential Politics; Iowa Gun Show",42.0193628,-94.860335,IA
Rick Santorum,Galva,2015-11-02T00:00:00.000Z,"Republican Party of Iowa's ""Growth and Opportunity Party"" forum;  pheasant hunt; Scott County GOP breakfast; town hall; Dordt College Iowa Conference on Presidential Politics; Iowa Gun Show",42.5069289,-95.4172221,IA
Rick Santorum,LeMars,2015-11-02T00:00:00.000Z,"Republican Party of Iowa's ""Growth and Opportunity Party"" forum;  pheasant hunt; Scott County GOP breakfast; town hall; Dordt College Iowa Conference on Presidential Politics; Iowa Gun Show",42.4821134,-96.2582803,IA
Rick Santorum,Sioux Center,2015-11-02T00:00:00.000Z,"Republican Party of Iowa's ""Growth and Opportunity Party"" forum;  pheasant hunt; Scott County GOP breakfast; town hall; Dordt College Iowa Conference on Presidential Politics; Iowa Gun Show",43.0796915,-96.1756717,IA
Rick Santorum,Orange City,2015-11-02T00:00:00.000Z,"Republican Party of Iowa's ""Growth and Opportunity Party"" forum;  pheasant hunt; Scott County GOP breakfast; town hall; Dordt College Iowa Conference on Presidential Politics; Iowa Gun Show",43.0072424,-96.0583138,IA
Rick Santorum,Akron,2015-11-02T00:00:00.000Z,"Republican Party of Iowa's ""Growth and Opportunity Party"" forum;  pheasant hunt; Scott County GOP breakfast; town hall; Dordt College Iowa Conference on Presidential Politics; Iowa Gun Show",42.8288818,-96.5594773,IA
Rick Santorum,Des Moines,2015-11-02T00:00:00.000Z,"Republican Party of Iowa's ""Growth and Opportunity Party"" forum;  pheasant hunt; Scott County GOP breakfast; town hall; Dordt College Iowa Conference on Presidential Politics; Iowa Gun Show",41.5910641,-93.6037149,IA
Rick Santorum,Urbandale,2015-11-02T00:00:00.000Z,"Republican Party of Iowa's ""Growth and Opportunity Party"" forum;  pheasant hunt; Scott County GOP breakfast; town hall; Dordt College Iowa Conference on Presidential Politics; Iowa Gun Show",41.6274552,-93.7380624,IA
Rick Santorum,Altoona,2015-11-02T00:00:00.000Z,"Republican Party of Iowa's ""Growth and Opportunity Party"" forum;  pheasant hunt; Scott County GOP breakfast; town hall; Dordt College Iowa Conference on Presidential Politics; Iowa Gun Show",41.6441557,-93.4646571,IA
Rick Santorum,Davenport,2015-11-02T00:00:00.000Z,"Republican Party of Iowa's ""Growth and Opportunity Party"" forum;  pheasant hunt; Scott County GOP breakfast; town hall; Dordt College Iowa Conference on Presidential Politics; Iowa Gun Show",41.5236436,-90.5776368,IA
Rick Santorum,Marshalltown,2015-11-02T00:00:00.000Z,"Republican Party of Iowa's ""Growth and Opportunity Party"" forum;  pheasant hunt; Scott County GOP breakfast; town hall; Dordt College Iowa Conference on Presidential Politics; Iowa Gun Show",42.0448121,-92.9103964,IA
John Kasich,Mobile,2015-11-03T00:00:00.000Z,Meet-and-greet,30.6943566,-88.0430541,AL
Jeb Bush,Lexington,2015-11-03T00:00:00.000Z,Town hall,33.9815369,-81.2362107,SC
Carly Fiorina,Winston-Salem,2015-11-03T00:00:00.000Z,Fundraiser for state Rep. Debra Conrad ,36.0998167,-80.2441445,NC
Hillary Clinton,Coralville,2015-11-03T00:00:00.000Z,Town halls,41.6764044,-91.5804475,IA
Hillary Clinton,Grinnell,2015-11-03T00:00:00.000Z,Town halls,41.7430554,-92.7224206,IA
John Kasich,Johnston,2015-11-03T00:00:00.000Z,Town halls; fundraiser,41.6731523,-93.6973395,IA
John Kasich,Des Moines,2015-11-03T00:00:00.000Z,Town halls; fundraiser,41.5910641,-93.6037149,IA
John Kasich,Cedar Rapids,2015-11-03T00:00:00.000Z,Town halls; fundraiser,41.9758872,-91.6704053,IA
John Kasich,Dubuque,2015-11-03T00:00:00.000Z,Town halls; fundraiser,42.5006217,-90.6647967,IA
Martin O'Malley,Boston,2015-11-04T00:00:00.000Z,Civic tech competiton,42.3604823,-71.0595678,MA
John Kasich,Jackson,2015-11-04T00:00:00.000Z,Fundraisers ,32.4104385,-90.16206489,MS
Donald Trump,Concord,2015-11-04T00:00:00.000Z,Filing for New Hampshire primary,43.207106,-71.5370216,NH
Martin O'Malley,Manchester,2015-11-04T00:00:00.000Z,Town halls; filing for New Hampshire primary,42.9956397,-71.4547891,NH
Martin O'Malley,Durham,2015-11-04T00:00:00.000Z,Town halls; filing for New Hampshire primary,43.1340949,-70.9265127,NH
Martin O'Malley,Keene,2015-11-04T00:00:00.000Z,Town halls; filing for New Hampshire primary,42.933597,-72.2784264,NH
Martin O'Malley,Concord,2015-11-04T00:00:00.000Z,Town halls; filing for New Hampshire primary,43.207106,-71.5370216,NH
Mike Huckabee,Birmingham,2015-11-05T00:00:00.000Z,Filing for Alabama primary,33.5206824,-86.8024326,AL
Mike Huckabee,Columbia,2015-11-05T00:00:00.000Z,First Baptist Church of Columbia speech,34.0007493,-81.0343313,SC
Bernie Sanders,Concord,2015-11-05T00:00:00.000Z,Filing for ballot; rally,43.207106,-71.5370216,NH
Marco Rubio,Canaan,2015-11-05T00:00:00.000Z,Fundraiser,42.035262,-73.3356288,CT
Marco Rubio,Nashua,2015-11-05T00:00:00.000Z,Speech; Manchester Chamber of Commerce; filing for New Hampshire primary,42.7653662,-71.467566,NH
Marco Rubio,Manchester,2015-11-05T00:00:00.000Z,Speech; Manchester Chamber of Commerce; filing for New Hampshire primary,42.9956397,-71.4547891,NH
Marco Rubio,Concord,2015-11-05T00:00:00.000Z,Speech; Manchester Chamber of Commerce; filing for New Hampshire primary,43.207106,-71.5370216,NH
Lindsey Graham,Lebanon,2015-11-05T00:00:00.000Z,Town halls,43.6425381,-72.251383,NH
Lindsey Graham,Hanover,2015-11-05T00:00:00.000Z,Town halls,43.7033561,-72.2885718,NH
Lindsey Graham,Nashua,2015-11-05T00:00:00.000Z,Town halls,42.7653662,-71.467566,NH
Lindsey Graham,Salem,2015-11-05T00:00:00.000Z,Town halls,42.7884226,-71.2008933,NH
Lindsey Graham,Manchester,2015-11-05T00:00:00.000Z,Town halls,42.9956397,-71.4547891,NH
Hillary Clinton,Sacramento,2015-11-05T00:00:00.000Z,Fundraisers; wine tasting ,38.5815719,-121.4943996,CA
Hillary Clinton,Los Altos Hills,2015-11-05T00:00:00.000Z,Fundraisers; wine tasting ,37.3796627,-122.1374637,CA
Hillary Clinton,St. Helena,2015-11-05T00:00:00.000Z,Fundraisers; wine tasting ,38.5052288,-122.4700424,CA
Jeb Bush,Raymond,2015-11-05T00:00:00.000Z,Town halls,43.0361961,-71.1833951,NH
Jeb Bush,Wolfeboro,2015-11-05T00:00:00.000Z,Town halls,43.5839671,-71.2072903,NH
Jeb Bush,North Conway,2015-11-05T00:00:00.000Z,Town halls,44.0536805,-71.1284041,NH
Rand Paul,Rock Hill,2015-11-06T00:00:00.000Z,Town hall; meet-and-greet,34.9248667,-81.0250784,SC
Rand Paul,Spartanburg,2015-11-06T00:00:00.000Z,Town hall; meet-and-greet,34.9498007,-81.9320157,SC
Jeb Bush,Raleigh,2015-11-06T00:00:00.000Z,Fundraiser ,35.7804015,-78.6390779,NC
Martin O'Malley,Rock Hill,2015-11-06T00:00:00.000Z,South Carolina Democratic Party forum,34.9248667,-81.0250784,SC
Ted Cruz,Des Moines,2015-11-06T00:00:00.000Z,Iowa Renewal Project event,41.5910641,-93.6037149,IA
Mike Huckabee,Des Moines,2015-11-06T00:00:00.000Z,Iowa Renewal Project event,41.5910641,-93.6037149,IA
George Pataki,Dover,2015-11-06T00:00:00.000Z,Strafford County Republican rally,43.198057,-70.8739158,NH
John Kasich,Durham,2015-11-06T00:00:00.000Z,Town halls,43.1340949,-70.9265127,NH
John Kasich,Londonderry,2015-11-06T00:00:00.000Z,Town halls,42.8650869,-71.3739532,NH
John Kasich,Hopkinton,2015-11-06T00:00:00.000Z,Town halls,43.1914688,-71.675353,NH
Ben Carson,Pensacola,2015-11-06T00:00:00.000Z,Book tour,30.421309,-87.2169149,FL
Ben Carson,Panama City,2015-11-06T00:00:00.000Z,Book tour,30.1600827,-85.6545729,FL
Ben Carson,Tallahassee,2015-11-06T00:00:00.000Z,Book tour,30.4380832,-84.2809332,FL
Ben Carson,The Villages,2015-11-06T00:00:00.000Z,Book tour,28.9468504,-81.9533443,FL
Ben Carson,Orlando,2015-11-06T00:00:00.000Z,Book tour,28.5421175,-81.3790462,FL
Ben Carson,Tampa,2015-11-06T00:00:00.000Z,Book tour,27.9477595,-82.458444,FL
Ben Carson,Lakeland,2015-11-06T00:00:00.000Z,Book tour,28.0394654,-81.9498042,FL
Ben Carson,Sarasota,2015-11-06T00:00:00.000Z,Book tour,27.3364347,-82.5306527,FL
Ben Carson,Ft. Meyers,2015-11-06T00:00:00.000Z,Book tour,27.809083,-81.3318629,FL
Ben Carson,Naples,2015-11-06T00:00:00.000Z,Book tour,26.1420358,-81.7948103,FL
Ben Carson,Miami,2015-11-06T00:00:00.000Z,Book tour,25.7742658,-80.1936589,FL
Ben Carson,Ft. Lauderdale,2015-11-06T00:00:00.000Z,Book tour,26.1223084,-80.1433786,FL
Ben Carson,Boca Raton,2015-11-06T00:00:00.000Z,Book tour,26.3586885,-80.0830984,FL
Ben Carson,Palm Beach Gardens,2015-11-06T00:00:00.000Z,Book tour,26.84176195,-80.13530872,FL
Martin O'Malley,Burlington,2015-11-07T00:00:00.000Z,Meet-and-greets; fundraiser,40.8075391,-91.1129234,IA
Martin O'Malley,Wapello,2015-11-07T00:00:00.000Z,Meet-and-greets; fundraiser,41.0137597,-92.4140217,IA
Martin O'Malley,Cedar Rapids,2015-11-07T00:00:00.000Z,Meet-and-greets; fundraiser,41.9758872,-91.6704053,IA
Hillary Clinton,Rock Hill,2015-11-07T00:00:00.000Z,South Carolina Democratic Party forum; town hall; dinner,34.9248667,-81.0250784,SC
Hillary Clinton,Orangeburg,2015-11-07T00:00:00.000Z,South Carolina Democratic Party forum; town hall; dinner,33.4918203,-80.8556476,SC
Hillary Clinton,Columbia,2015-11-07T00:00:00.000Z,South Carolina Democratic Party forum; town hall; dinner,34.0007493,-81.0343313,SC
Bernie Sanders,Rock Hill,2015-11-07T00:00:00.000Z,South Carolina Democratic Party forum; National Federation of Democratic Women meeting; town hall,34.9248667,-81.0250784,SC
Bernie Sanders,Columbia,2015-11-07T00:00:00.000Z,South Carolina Democratic Party forum; National Federation of Democratic Women meeting; town hall,34.0007493,-81.0343313,SC
Bernie Sanders,Aiken,2015-11-07T00:00:00.000Z,South Carolina Democratic Party forum; National Federation of Democratic Women meeting; town hall,33.5598586,-81.721952,SC
Carly Fiorina,Manchester,2015-11-07T00:00:00.000Z,Town halls; meet-and-greets; house party; Strafford County Republican rally,42.9956397,-71.4547891,NH
Carly Fiorina,Concord,2015-11-07T00:00:00.000Z,Town halls; meet-and-greets; house party; Strafford County Republican rally,43.207106,-71.5370216,NH
Carly Fiorina,Dover,2015-11-07T00:00:00.000Z,Town halls; meet-and-greets; house party; Strafford County Republican rally,43.198057,-70.8739158,NH
Carly Fiorina,Bedford,2015-11-07T00:00:00.000Z,Town halls; meet-and-greets; house party; Strafford County Republican rally,42.9464737,-71.5159015,NH
Carly Fiorina,Londonderry,2015-11-07T00:00:00.000Z,Town halls; meet-and-greets; house party; Strafford County Republican rally,42.8650869,-71.3739532,NH
Chris Christie,Somersworth,2015-11-07T00:00:00.000Z,Town halls; filing for New Hampshire primary,43.2617862,-70.8650029,NH
Chris Christie,Concord,2015-11-07T00:00:00.000Z,Town halls; filing for New Hampshire primary,43.207106,-71.5370216,NH
Chris Christie,Hanover,2015-11-07T00:00:00.000Z,Town halls; filing for New Hampshire primary,43.7033561,-72.2885718,NH
Chris Christie,Plymouth,2015-11-07T00:00:00.000Z,Town halls; filing for New Hampshire primary,43.7570166,-71.6881337,NH
Chris Christie,Nashua,2015-11-07T00:00:00.000Z,Town halls; filing for New Hampshire primary,42.7653662,-71.467566,NH
Martin O'Malley,Las Vegas,2015-11-08T00:00:00.000Z,Forum,36.1662859,-115.149225,NV
Bobby Jindal,Des Moines,2015-11-08T00:00:00.000Z,Iowa Renewal Project event,41.5910641,-93.6037149,IA
Bobby Jindal,Muscatine,2015-11-08T00:00:00.000Z,Iowa Renewal Project event,41.424473,-91.0432051,IA
Bobby Jindal,Waukee,2015-11-08T00:00:00.000Z,Iowa Renewal Project event,41.6113712,-93.885707,IA
Bobby Jindal,Guthrie Center,2015-11-08T00:00:00.000Z,Iowa Renewal Project event,41.6772087,-94.5033044,IA
Bobby Jindal,Onawa,2015-11-08T00:00:00.000Z,Iowa Renewal Project event,42.0266548,-96.0972376,IA
Rand Paul,Minneapolis,2015-11-09T00:00:00.000Z,Rallies,44.9772995,-93.2654692,MN
Rand Paul,Duluth,2015-11-09T00:00:00.000Z,Rallies,46.7729322,-92.1251218,MN
Rand Paul,Rochester,2015-11-09T00:00:00.000Z,Rallies,44.0233269,-92.4630215,MN
Donald Trump,Springfield,2015-11-09T00:00:00.000Z,Rally,39.7989763,-89.6443688,IL
John Kasich,Chicago,2015-11-09T00:00:00.000Z,Rally,41.8755546,-87.6244212,IL
Bernie Sanders,Las Vegas,2015-11-09T00:00:00.000Z,Rallies,36.1662859,-115.149225,NV
Jim Gilmore,Dover,2015-11-09T00:00:00.000Z,Strafford County Republican rally; veterans event; filing for New Hampshire primary,43.198057,-70.8739158,NH
Jim Gilmore,Keene,2015-11-09T00:00:00.000Z,Strafford County Republican rally; veterans event; filing for New Hampshire primary,42.933597,-72.2784264,NH
Jim Gilmore,Hollis,2015-11-09T00:00:00.000Z,Strafford County Republican rally; veterans event; filing for New Hampshire primary,42.7431621,-71.591333,NH
Jim Gilmore,Concord,2015-11-09T00:00:00.000Z,Strafford County Republican rally; veterans event; filing for New Hampshire primary,43.207106,-71.5370216,NH
Rick Santorum,Milwaukee,2015-11-10T00:00:00.000Z,Debate,43.0349931,-87.922497,WI
Mike Huckabee,Milwaukee,2015-11-10T00:00:00.000Z,Debate,43.0349931,-87.922497,WI
Donald Trump,Milwaukee,2015-11-10T00:00:00.000Z,Debate,43.0349931,-87.922497,WI
Ben Carson,Milwaukee,2015-11-10T00:00:00.000Z,Debate,43.0349931,-87.922497,WI
Ted Cruz,Milwaukee,2015-11-10T00:00:00.000Z,Debate,43.0349931,-87.922497,WI
Carly Fiorina,Milwaukee,2015-11-10T00:00:00.000Z,Debate,43.0349931,-87.922497,WI
John Kasich,Milwaukee,2015-11-10T00:00:00.000Z,Debate,43.0349931,-87.922497,WI
Rand Paul,Milwaukee,2015-11-10T00:00:00.000Z,Debate,43.0349931,-87.922497,WI
Chris Christie,Milwaukee,2015-11-10T00:00:00.000Z,Debate; school choice roundtable,43.0349931,-87.922497,WI
Bobby Jindal,Milwaukee,2015-11-10T00:00:00.000Z,Debate,43.0349931,-87.922497,WI
Rick Santorum,Chicago,2015-11-10T00:00:00.000Z,Speech on manufacturing,41.8755546,-87.6244212,IL
Marco Rubio,Milwaukee,2015-11-10T00:00:00.000Z,Rally; fundraiser for Wisconsin State Assembly Speaker Robin Vos; debate,43.0349931,-87.922497,WI
Jeb Bush,Milwaukee,2015-11-10T00:00:00.000Z,Debate; charter school visit ,43.0349931,-87.922497,WI
Hillary Clinton,Concord,2015-11-10T00:00:00.000Z,Filing for New Hamsphire primary; town hall; veterans roundtable,43.207106,-71.5370216,NH
Hillary Clinton,Nashua,2015-11-10T00:00:00.000Z,Filing for New Hamsphire primary; town hall; veterans roundtable,42.7653662,-71.467566,NH
Hillary Clinton,Windham,2015-11-10T00:00:00.000Z,Filing for New Hamsphire primary; town hall; veterans roundtable,42.8006441,-71.304229,NH
Hillary Clinton,Derry,2015-11-10T00:00:00.000Z,Filing for New Hamsphire primary; town hall; veterans roundtable,42.8808677,-71.3264492,NH
Hillary Clinton,Hanover,2015-11-10T00:00:00.000Z,Filing for New Hamsphire primary; town hall; veterans roundtable,43.7033561,-72.2885718,NH
Carly Fiorina,Carmel,2015-11-11T00:00:00.000Z,Fundraiser,39.9783711,-86.1180435,IN
John Kasich,Hilton Head Island,2015-11-11T00:00:00.000Z,Town halls,32.216316,-80.752608,SC
John Kasich,West Columbia,2015-11-11T00:00:00.000Z,Town halls,34.001143,-81.06305261,SC
Jeb Bush,Johnston,2015-11-11T00:00:00.000Z,Veterans Day breakfast; town halls,41.6731523,-93.6973395,IA
Jeb Bush,Atlantic,2015-11-11T00:00:00.000Z,Veterans Day breakfast; town halls,41.4036007,-95.0138776,IA
Jeb Bush,Waukee,2015-11-11T00:00:00.000Z,Veterans Day breakfast; town halls,41.6113712,-93.885707,IA
